"","sample_id","sample","tech","site","sample_type","Hash","nReads","reason","rank","taxon"
"708","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","6b37f0b51d1b7c94c7149fe188ede09db16420f8",14,"missing",NA,NA
"709","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",4890,"predator DNA","species","Carcinus maenas"
"710","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",100,"predator DNA","species","Carcinus maenas"
"711","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",77,"predator DNA","species","Carcinus maenas"
"712","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",100,"predator DNA","species","Carcinus maenas"
"713","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",61,"predator DNA","species","Carcinus maenas"
"714","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",14,"predator DNA","species","Carcinus maenas"
"715","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",9,"missing",NA,NA
"716","SS18-062V-a","SS18-062V",1,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",6,"missing",NA,NA
"717","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",12058,"predator DNA","species","Carcinus maenas"
"718","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",215,"predator DNA","species","Carcinus maenas"
"719","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",124,"predator DNA","species","Carcinus maenas"
"720","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",8,"predator DNA","species","Carcinus maenas"
"721","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",204,"predator DNA","species","Carcinus maenas"
"722","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",134,"predator DNA","species","Carcinus maenas"
"723","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",30,"predator DNA","species","Carcinus maenas"
"724","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",38,"missing",NA,NA
"725","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","448073e4175d148efe975253dfc2eebbad444734",35,"predator DNA","species","Carcinus maenas"
"726","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","46f41c13444ccc9e753d9b02e499fd5fc1543587",24,"predator DNA","species","Carcinus maenas"
"727","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","726670ecb32602a8706c3ceb32e47b02092d9b24",33,"predator DNA","species","Carcinus maenas"
"728","SS18-062V-b","SS18-062V",2,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",6,"missing",NA,NA
"729","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",20217,"predator DNA","species","Carcinus maenas"
"730","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",396,"predator DNA","species","Carcinus maenas"
"731","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",277,"predator DNA","species","Carcinus maenas"
"732","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",346,"predator DNA","species","Carcinus maenas"
"733","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",243,"predator DNA","species","Carcinus maenas"
"734","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",31,"predator DNA","species","Carcinus maenas"
"735","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",41,"missing",NA,NA
"736","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","448073e4175d148efe975253dfc2eebbad444734",40,"predator DNA","species","Carcinus maenas"
"737","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","46f41c13444ccc9e753d9b02e499fd5fc1543587",28,"predator DNA","species","Carcinus maenas"
"738","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","57b2a5af7bed16f947d0a681c6203a38f8a9cd73",72,"predator DNA","species","Carcinus maenas"
"739","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","726670ecb32602a8706c3ceb32e47b02092d9b24",34,"predator DNA","species","Carcinus maenas"
"740","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",5,"missing",NA,NA
"741","SS18-062V-c","SS18-062V",3,"Dungeness Spit","vial","9ebd0bcbae3f4ee1f10ba13d858e85af17744e67",7,"in control","species","Homo sapiens"
"742","SS18-067V-a","SS18-067V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",9024,"predator DNA","species","Carcinus maenas"
"743","SS18-067V-a","SS18-067V",1,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",28,"predator DNA","species","Carcinus maenas"
"744","SS18-067V-a","SS18-067V",1,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",31,"predator DNA","species","Carcinus maenas"
"745","SS18-067V-a","SS18-067V",1,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",28,"predator DNA","species","Carcinus maenas"
"746","SS18-067V-a","SS18-067V",1,"Dungeness Spit","vial","24311e9fd40625fa24a227e135c12d08fc1dadb0",2,"non-target DNA","order","Hypocreales"
"747","SS18-067V-b","SS18-067V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",1615,"predator DNA","species","Carcinus maenas"
"748","SS18-067V-b","SS18-067V",2,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",7,"predator DNA","species","Carcinus maenas"
"749","SS18-067V-c","SS18-067V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",4322,"predator DNA","species","Carcinus maenas"
"750","SS18-067V-c","SS18-067V",3,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",13,"predator DNA","species","Carcinus maenas"
"751","SS18-067V-c","SS18-067V",3,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",9,"predator DNA","species","Carcinus maenas"
"752","SS18-068V-a","SS18-068V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",29948,"predator DNA","species","Carcinus maenas"
"753","SS18-068V-a","SS18-068V",1,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",26,"predator DNA","species","Carcinus maenas"
"754","SS18-068V-a","SS18-068V",1,"Dungeness Spit","vial","6f09afda42df08e5dbcce46aaa716e3203c03cf9",31,"retained","species","Monocorophium acherusicum"
"755","SS18-068V-a","SS18-068V",1,"Dungeness Spit","vial","a7cd79563a89ba9b1255ff18d366d6f337ec7b73",15,"predator DNA","species","Carcinus maenas"
"756","SS18-068V-b","SS18-068V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",13660,"predator DNA","species","Carcinus maenas"
"757","SS18-068V-b","SS18-068V",2,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",22,"predator DNA","species","Carcinus maenas"
"758","SS18-068V-b","SS18-068V",2,"Dungeness Spit","vial","6f09afda42df08e5dbcce46aaa716e3203c03cf9",15,"retained","species","Monocorophium acherusicum"
"759","SS18-068V-b","SS18-068V",2,"Dungeness Spit","vial","e5c283058cb9878d18665da0c1164e967e923947",26,"predator DNA","species","Carcinus maenas"
"760","SS18-068V-c","SS18-068V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",7372,"predator DNA","species","Carcinus maenas"
"761","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",7644,"predator DNA","species","Carcinus maenas"
"762","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",65,"predator DNA","species","Carcinus maenas"
"763","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",32,"predator DNA","species","Carcinus maenas"
"764","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",65,"predator DNA","species","Carcinus maenas"
"765","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",49,"predator DNA","species","Carcinus maenas"
"766","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",46,"predator DNA","species","Carcinus maenas"
"767","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",27,"predator DNA","species","Carcinus maenas"
"768","SS18-070V-a","SS18-070V",1,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",51,"predator DNA","species","Carcinus maenas"
"769","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",15454,"predator DNA","species","Carcinus maenas"
"770","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",113,"predator DNA","species","Carcinus maenas"
"771","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",58,"predator DNA","species","Carcinus maenas"
"772","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",74,"predator DNA","species","Carcinus maenas"
"773","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",115,"predator DNA","species","Carcinus maenas"
"774","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",98,"predator DNA","species","Carcinus maenas"
"775","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",51,"predator DNA","species","Carcinus maenas"
"776","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",12,"missing",NA,NA
"777","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",52,"predator DNA","species","Carcinus maenas"
"778","SS18-070V-b","SS18-070V",2,"Dungeness Spit","vial","35b0cb0f2b34a7a07e9302e0080b9c944668d84a",20,"predator DNA","species","Carcinus maenas"
"779","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",25087,"predator DNA","species","Carcinus maenas"
"780","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",170,"predator DNA","species","Carcinus maenas"
"781","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",81,"predator DNA","species","Carcinus maenas"
"782","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",133,"predator DNA","species","Carcinus maenas"
"783","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",224,"predator DNA","species","Carcinus maenas"
"784","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",141,"predator DNA","species","Carcinus maenas"
"785","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","66baf62fa9d82254a050652e2c3e4147b20cef31",69,"predator DNA","species","Carcinus maenas"
"786","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",21,"missing",NA,NA
"787","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",93,"predator DNA","species","Carcinus maenas"
"788","SS18-070V-c","SS18-070V",3,"Dungeness Spit","vial","35b0cb0f2b34a7a07e9302e0080b9c944668d84a",32,"predator DNA","species","Carcinus maenas"
"789","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",25828,"predator DNA","species","Carcinus maenas"
"790","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","f769000db9067737089b36fb7e6e13518c7d2b81",4908,"retained","species","Hemigrapsus oregonensis"
"791","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","19ff76dc44fc872abc86ab446e637b082ede9e30",1681,"non-target DNA","species","Hematodinium sp."
"792","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",24,"predator DNA","species","Carcinus maenas"
"793","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","32b7efd71e9d05973df601c7515b4008fae918d4",428,"retained","species","Hemigrapsus oregonensis"
"794","SS20-190-a","SS20-190",1,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",7,"missing",NA,NA
"795","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",36952,"predator DNA","species","Carcinus maenas"
"796","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","f769000db9067737089b36fb7e6e13518c7d2b81",7223,"retained","species","Hemigrapsus oregonensis"
"797","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","19ff76dc44fc872abc86ab446e637b082ede9e30",2642,"non-target DNA","species","Hematodinium sp."
"798","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","32b7efd71e9d05973df601c7515b4008fae918d4",1041,"retained","species","Hemigrapsus oregonensis"
"799","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","4ba7c75c2ce40e6d736760546817b402db9a7622",21,"missing",NA,NA
"800","SS20-190-b","SS20-190",2,"Drayton Harbor","whole crab","df1d7233843748379a2c1aee2e2f20c011dcd365",9,"missing",NA,NA
"801","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",31404,"predator DNA","species","Carcinus maenas"
"802","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","f769000db9067737089b36fb7e6e13518c7d2b81",6200,"retained","species","Hemigrapsus oregonensis"
"803","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","19ff76dc44fc872abc86ab446e637b082ede9e30",1947,"non-target DNA","species","Hematodinium sp."
"804","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","32b7efd71e9d05973df601c7515b4008fae918d4",523,"retained","species","Hemigrapsus oregonensis"
"805","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",4,"missing",NA,NA
"806","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","1ec279e41227d57cad95e52a420fff0490be4f2b",9,"missing",NA,NA
"807","SS20-190-c","SS20-190",3,"Drayton Harbor","whole crab","64291ffa4035aaa0a2088fefcfc26bd636436954",6,"missing",NA,NA
"808","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",28500,"predator DNA","species","Carcinus maenas"
"809","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",421,"predator DNA","species","Carcinus maenas"
"810","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",44,"predator DNA","species","Carcinus maenas"
"811","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","5d0147abfa4c73751d97f88e63945924296f13f0",44,"predator DNA","species","Carcinus maenas"
"812","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",93,"missing",NA,NA
"813","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","bf3a1aeeb429842b6100612ed8e30ba04a626f0b",218,"predator DNA","species","Carcinus maenas"
"814","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","6a2e8e6544b08afead1b892a9a621a2a1a9886e6",74,"missing",NA,NA
"815","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","60d15267d62c4654e3418fac30d349f7f508090c",69,"predator DNA","species","Carcinus maenas"
"816","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","966592407eb71709f20dcc08377650d0bb38189c",10,"retained","kingdom","Metazoa"
"817","SS20-234-a","SS20-234",1,"Drayton Harbor","whole crab","a18c4bee5e6293a6c2db400812139f47cce8986d",5,"predator DNA","species","Carcinus maenas"
"818","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",41182,"predator DNA","species","Carcinus maenas"
"819","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","2fc48c3ca4321733988e7f2627d6cdbb8cf2a016",665,"predator DNA","species","Carcinus maenas"
"820","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",75,"missing",NA,NA
"821","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","5d5803cbd13b5fa844e95bea60cbe66a3a3056b0",333,"predator DNA","species","Carcinus maenas"
"822","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","d0a09f0ad070425533a8343103d12203f66f24ff",239,"predator DNA","species","Carcinus maenas"
"823","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","6a99fd58804dc91e9e2b837431362741c8708900",164,"non-target DNA","class","Dothideomycetes"
"824","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","7fae83706e1458b7be6618240ac6de4dcec1b1ab",213,"predator DNA","species","Carcinus maenas"
"825","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","113824e9252a5fa3d0a03b1a8eb9c6b75642432a",176,"predator DNA","species","Carcinus maenas"
"826","SS20-234-b","SS20-234",2,"Drayton Harbor","whole crab","431013dc964e02b127a82ffa774ef1649197be83",31,"non-target DNA","species","Amoebozoa sp."
"827","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",56537,"predator DNA","species","Carcinus maenas"
"828","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","31d967191ff806d3a61cd739fb6493e294bbef7d",935,"predator DNA","species","Carcinus maenas"
"829","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","2cb85c4996fedad6045e5ed280423052dd8a686c",577,"predator DNA","species","Carcinus maenas"
"830","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","86ba9476ff37ebf555f9520ed29926b5be2dbcd8",320,"missing",NA,NA
"831","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","c977a3cd97b64b6bdad38645bfde07ba94f42674",267,"predator DNA","species","Carcinus maenas"
"832","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","0de9ef2e98765912814db0267505b084ad6a15bf",102,"predator DNA","species","Carcinus maenas"
"833","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",7,"missing",NA,NA
"834","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","b67b4b5d4c696802bea1bafb99dcdec7b3c6d98e",48,"predator DNA","species","Carcinus maenas"
"835","SS20-234-c","SS20-234",3,"Drayton Harbor","whole crab","75360379de6b9f11985ab5256cc185869aaf9f53",10,"missing",NA,NA
"836","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",45244,"predator DNA","species","Carcinus maenas"
"837","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",411,"predator DNA","species","Carcinus maenas"
"838","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",39,"predator DNA","species","Carcinus maenas"
"839","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","5d0147abfa4c73751d97f88e63945924296f13f0",46,"predator DNA","species","Carcinus maenas"
"840","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",88,"predator DNA","species","Carcinus maenas"
"841","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",178,"missing",NA,NA
"842","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",21,"missing",NA,NA
"843","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",36,"predator DNA","species","Carcinus maenas"
"844","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",46,"predator DNA","species","Carcinus maenas"
"845","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","9b6bb968c3a8723d75cf79455acd8a1ff03ad707",196,"incidental ingestion","species","Planosiphon gracilis"
"846","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","9b4a213bbcf2a1a541710afa906b93b3db78bb22",92,"missing",NA,NA
"847","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","b4c4bf691dd832834945618546e94e1d06e32ed5",88,"predator DNA","species","Carcinus maenas"
"848","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","c06b10d7c7e9708ee35853d5519b112104c04ed9",58,"predator DNA","species","Carcinus maenas"
"849","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","a1a5e66f8f8883a97f9f0d606eed1b73e08a51d9",55,"missing",NA,NA
"850","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","003a350f747a9ef6367161747466e888a496e85b",35,"missing",NA,NA
"851","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","563f4d8a04c8285f26d8fbfebdd3e83e8d6a543d",14,"missing",NA,NA
"852","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","deed11e4d2d53cb9e6c5bd7c9c79693efc290502",32,"non-target DNA","genus","Cochliopodium"
"853","SS20-334-a","SS20-334",1,"Drayton Harbor","whole crab","df2dc2bf3213cf36786f7156be45ef0dea040a90",9,"missing",NA,NA
"854","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",27115,"predator DNA","species","Carcinus maenas"
"855","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",33,"missing",NA,NA
"856","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",6,"predator DNA","species","Carcinus maenas"
"857","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","9b6bb968c3a8723d75cf79455acd8a1ff03ad707",69,"incidental ingestion","species","Planosiphon gracilis"
"858","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","71bb2b721fb5f9d5a7af6acb418bc8f1860f6f9e",88,"predator DNA","species","Carcinus maenas"
"859","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","730260953b28b3fc6b3926a7d73b98a7988dc49b",295,"predator DNA","species","Carcinus maenas"
"860","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","f1b370bb92020489a0cb576e11525b12d6d7be0a",141,"predator DNA","species","Carcinus maenas"
"861","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","22346b7270b7e42d401d76c3e966365ac807bc59",27,"missing",NA,NA
"862","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","06774614d056d74de7a2e955d4e6fb526f5cc04c",35,"predator DNA","species","Carcinus maenas"
"863","SS20-334-b","SS20-334",2,"Drayton Harbor","whole crab","c33b1180d07b56a01ffc0147115fb938b80c1a7f",30,"non-target DNA","phylum","Ascomycota"
"864","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",28123,"predator DNA","species","Carcinus maenas"
"865","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",18,"predator DNA","species","Carcinus maenas"
"866","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",182,"missing",NA,NA
"867","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",32,"predator DNA","species","Carcinus maenas"
"868","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","9b6bb968c3a8723d75cf79455acd8a1ff03ad707",39,"incidental ingestion","species","Planosiphon gracilis"
"869","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","d6c8378e990d57650e99dc5c50b274fda0713f33",99,"missing",NA,NA
"870","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","c3f4b297ad0c5ddb654eee21da475fdabb52473d",69,"predator DNA","species","Carcinus maenas"
"871","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","563f4d8a04c8285f26d8fbfebdd3e83e8d6a543d",21,"missing",NA,NA
"872","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","fe2474ad130943c219ad2042726617c32354081b",10,"non-target DNA","species","Clavispora lusitaniae"
"873","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","1ec279e41227d57cad95e52a420fff0490be4f2b",9,"missing",NA,NA
"874","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","1a3e2b0f0c8224ac525ca0cc6147c8dfc3a0f013",10,"non-target DNA","family","Flavobacteriaceae"
"875","SS20-334-c","SS20-334",3,"Drayton Harbor","whole crab","130021188e83f2707a62817bc11a1ffac150c406",3,"missing",NA,NA
"876","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",24911,"predator DNA","species","Carcinus maenas"
"877","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",406,"predator DNA","species","Carcinus maenas"
"878","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",507,"predator DNA","species","Carcinus maenas"
"879","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",463,"predator DNA","species","Carcinus maenas"
"880","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",446,"predator DNA","species","Carcinus maenas"
"881","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",305,"predator DNA","species","Carcinus maenas"
